location,bhk,washroom,total_sqft,furnishing,age,price,rent
Barkheda,2,2,1164,Fully Furnished,1-5 years,48.97,46252.17
Kolar hills,4,3,1590,Unfurnished,5-10 years,67.72,56023.47
Service road,1,1,708,Fully Furnished,5-10 years,44.42,42031.65
char Imli,3,3,1209,Semi Furnished,1-5 years,61.15,57134.1
Prabhat petrol pump,4,3,1404,Semi Furnished,10+ years,58.22,47896.24
Shanti Nagar,1,1,708,Semi Furnished,1-5 years,47.11,40507.58
MP Nagar,2,2,900,Fully Furnished,10+ years,52.79,60856.96
Ayodhya bypass,5,4,2882,Unfurnished,New,172.34,203740.87
Kolar Road,2,2,710,Semi Furnished,New,45.88,37380.55
ibrahimpura,4,3,1984,Fully Furnished,1-5 years,97.29,80848.83
Lalghati,2,2,976,Fully Furnished,10+ years,45.13,46328.5
MP Nagar,1,1,447,Semi Furnished,New,30.16,27971.82
Nizamuddin colony,2,2,1154,Fully Furnished,1-5 years,52.54,44638.89
ibrahimpura,1,1,668,Semi Furnished,1-5 years,28.55,24105.1
Misrod,3,3,1052,Unfurnished,10+ years,70.29,68740.24
Shyamla Hills,4,3,2099,Semi Furnished,10+ years,136.23,111243.75
Saket nagar,2,2,965,Unfurnished,5-10 years,38.68,43647.37
New market,5,4,2173,Unfurnished,1-5 years,112.38,133513.31
Gulmohar,1,1,577,Fully Furnished,New,37.59,38181.2
Bawadiya Kalan,5,4,2382,Fully Furnished,5-10 years,100.74,108577.61
Roshanpura,3,3,1531,Semi Furnished,10+ years,74.06,86223.93
chuna bhatti,5,4,2391,Fully Furnished,5-10 years,165.44,169273.51
Nizamuddin colony,2,2,764,Fully Furnished,10+ years,45.67,51073.55
Sonagiri,2,2,840,Unfurnished,New,40.43,39328.32
chuna bhatti,1,1,447,Unfurnished,1-5 years,30.97,27224.42
Ayodhya bypass,5,4,2014,Unfurnished,10+ years,129.65,137203.41
Ashoka garden,1,1,473,Unfurnished,10+ years,20.49,20169.79
Ayodhya nagar,5,4,2549,Fully Furnished,New,109.61,105091.82
MP Nagar,4,3,1651,Unfurnished,5-10 years,77.78,92824.79
Prabhat petrol pump,3,3,1430,Unfurnished,1-5 years,95.05,107113.71
Chuna Bhatti,1,1,695,Fully Furnished,New,35.27,41904.66
Karond,2,2,807,Fully Furnished,New,39.76,34769.89
Bairagarh,3,3,1383,Fully Furnished,10+ years,81.66,75431.69
Piplani,3,3,1142,Fully Furnished,New,53.87,46860.37
Govindpura,2,2,804,Semi Furnished,5-10 years,51.58,57160.72
Hoshangabad Road,3,3,1415,Fully Furnished,New,86.43,89262.01
Bairagarh,1,1,624,Semi Furnished,10+ years,34.24,34049.69
chuna bhatti,5,4,2179,Unfurnished,10+ years,140.38,166286.7
Shyamla Hills,5,4,2548,Fully Furnished,1-5 years,173.7,186168.44
Hoshangabad Road,4,3,1702,Unfurnished,New,73.66,76014.31
Vijay nagar,3,3,1303,Semi Furnished,1-5 years,78.17,89434.62
Vikas Nagar,5,4,2422,Semi Furnished,10+ years,161.28,183200.88
Bittan Market,4,3,1968,Fully Furnished,New,128.24,120566.55
Karond,5,4,2751,Fully Furnished,5-10 years,153.11,126032.42
eidgah hills,3,3,1483,Fully Furnished,10+ years,95.71,87455.36
Arjun Nagar,4,3,1564,Unfurnished,New,106.12,123804.72
Chuna Bhatti,1,1,691,Fully Furnished,5-10 years,36.76,40612.41
Nizamuddin colony,5,4,2533,Unfurnished,10+ years,172.58,163635.0
Barkheda,3,3,1155,Unfurnished,10+ years,58.05,68381.82
Bawadiya Kalan,5,4,2336,Semi Furnished,1-5 years,142.11,119543.74
Hoshangabad Road,5,4,2266,Fully Furnished,5-10 years,131.64,123812.67
sultaniya road,1,1,684,Fully Furnished,10+ years,45.47,53475.62
Minal,3,3,1117,Unfurnished,5-10 years,77.55,64098.87
Lalghati,3,3,1386,Fully Furnished,1-5 years,57.89,60215.07
Shanti Nagar,3,3,1197,Semi Furnished,1-5 years,68.03,71414.67
Karond,1,1,421,Unfurnished,5-10 years,17.76,15023.81
Misrod,3,3,1482,Unfurnished,1-5 years,75.2,78189.55
Piplani,5,4,2526,Unfurnished,10+ years,136.96,142307.38
Nizamuddin colony,4,3,1570,Semi Furnished,1-5 years,63.8,70697.49
Hoshangabad Road,2,2,1084,Semi Furnished,New,61.13,62342.14
Piplani,4,3,1921,Semi Furnished,1-5 years,122.36,131387.82
Shyamla Hills,5,4,2782,Fully Furnished,1-5 years,172.4,198950.39
Gulmohar,2,2,965,Fully Furnished,New,57.02,45827.73
Vijay nagar,2,2,847,Unfurnished,10+ years,38.94,34492.12
Ashoka garden,2,2,759,Fully Furnished,New,34.81,28443.19
sultaniya road,5,4,2433,Semi Furnished,1-5 years,144.88,171143.21
Ayodhya bypass,4,3,1918,Fully Furnished,New,106.76,99828.83
Ayodhya nagar,2,2,787,Fully Furnished,5-10 years,45.79,54363.99
chuna bhatti,2,2,818,Fully Furnished,New,35.3,41320.93
Gandhi nagar,5,4,2628,Semi Furnished,1-5 years,135.75,155112.36
Karond,5,4,2467,Semi Furnished,5-10 years,106.1,93230.16
Misrod,4,3,1833,Fully Furnished,10+ years,89.55,94961.91
Kolar hills,1,1,481,Fully Furnished,10+ years,19.71,19281.45
Habibganj,2,2,917,Unfurnished,10+ years,39.57,43155.24
sultaniya road,5,4,2400,Unfurnished,10+ years,137.34,153358.95
Kolar hills,3,3,1524,Fully Furnished,1-5 years,72.4,64508.85
Bairagarh,3,3,1379,Fully Furnished,10+ years,71.08,72941.82
Ayodhya bypass,1,1,577,Semi Furnished,1-5 years,34.99,28249.83
Avadhpuri,3,3,1050,Fully Furnished,5-10 years,72.06,74242.48
Karond,3,3,1115,Unfurnished,New,71.26,79377.81
Roshanpura,3,3,1226,Unfurnished,10+ years,53.69,60923.76
Kamla Nagar,3,3,1085,Semi Furnished,5-10 years,59.53,68529.93
Ayodhya bypass,4,3,1668,Semi Furnished,1-5 years,98.22,80233.76
ibrahimpura,2,2,1095,Unfurnished,New,52.98,46617.17
Tajul masjid,5,4,2071,Fully Furnished,New,103.89,110774.13
Prabhat petrol pump,2,2,720,Unfurnished,1-5 years,40.01,47016.22
Saket nagar,3,3,1313,Semi Furnished,New,81.57,69578.87
Hoshangabad Road,3,3,1405,Semi Furnished,New,57.86,49592.51
New market,1,1,542,Fully Furnished,10+ years,36.03,38476.18
Sonagiri,1,1,681,Semi Furnished,New,36.1,38340.52
char Imli,3,3,1147,Fully Furnished,10+ years,56.25,48398.43
Vikas Nagar,3,3,1290,Semi Furnished,5-10 years,77.67,92516.19
Piplani,2,2,789,Fully Furnished,1-5 years,52.92,46673.19
Bawadiya Kalan,5,4,2850,Unfurnished,5-10 years,169.95,147160.48
Kamla Nagar,1,1,409,Fully Furnished,5-10 years,18.08,15920.16
Bawadiya Kalan,5,4,2385,Unfurnished,10+ years,134.41,127835.94
Arjun Nagar,5,4,2145,Fully Furnished,1-5 years,99.3,105976.38
Gandhi nagar,2,2,1011,Unfurnished,1-5 years,59.78,65250.7
Ayodhya bypass,5,4,2671,Unfurnished,New,177.55,209429.85
Govindpura,1,1,464,Fully Furnished,New,21.87,21964.99
eidgah hills,1,1,716,Fully Furnished,5-10 years,36.9,42297.66
eidgah hills,4,3,1872,Semi Furnished,1-5 years,92.09,107359.86
MP Nagar,4,3,2114,Fully Furnished,New,114.91,96404.91
Sonagiri,3,3,1093,Fully Furnished,1-5 years,67.43,59290.16
Shanti Nagar,3,3,1577,Fully Furnished,10+ years,93.41,97216.24
Service road,1,1,479,Unfurnished,1-5 years,24.36,28721.59
New market,5,4,2799,Semi Furnished,1-5 years,193.1,192066.93
ibrahimpura,4,3,2193,Semi Furnished,New,131.26,111384.94
eidgah hills,2,2,932,Fully Furnished,New,62.19,61295.71
Arjun Nagar,4,3,1448,Unfurnished,New,100.95,120144.89
Bawadiya Kalan,4,3,1504,Fully Furnished,10+ years,69.26,62444.1
Indrapuri,2,2,1046,Unfurnished,1-5 years,59.32,68723.25
Service road,4,3,1862,Unfurnished,1-5 years,120.53,135563.95
jahangirabad,1,1,685,Unfurnished,10+ years,35.51,39105.07
Sonagiri,2,2,1100,Semi Furnished,New,76.23,70781.93
Vikas Nagar,3,3,1517,Semi Furnished,1-5 years,84.08,84113.21
Kamla Nagar,5,4,2175,Fully Furnished,1-5 years,88.35,80255.45
Hoshangabad Road,4,3,1790,Semi Furnished,10+ years,122.96,140452.63
MP Nagar,4,3,1531,Fully Furnished,New,100.82,104349.41
kohefiza,5,4,2543,Fully Furnished,1-5 years,159.82,137071.78
Avadhpuri,5,4,2761,Semi Furnished,10+ years,129.83,115967.09
Nizamuddin colony,5,4,2519,Semi Furnished,10+ years,172.58,155022.62
Tajul masjid,1,1,772,Unfurnished,5-10 years,32.99,32720.54
Bairagarh,5,4,2723,Unfurnished,5-10 years,112.11,125272.12
Shanti Nagar,1,1,630,Unfurnished,5-10 years,30.08,36011.54
Ratnagiri,2,2,1090,Fully Furnished,1-5 years,43.95,49809.5
Hoshangabad Road,4,3,2070,Fully Furnished,10+ years,131.44,133690.75
Misrod,5,4,2038,Semi Furnished,1-5 years,126.75,149739.18
chuna bhatti,4,3,1554,Unfurnished,10+ years,92.65,81694.0
New market,2,2,961,Unfurnished,1-5 years,65.3,60474.79
Bairagarh,4,3,1584,Semi Furnished,1-5 years,103.83,99652.27
Anand nagar,2,2,955,Fully Furnished,New,66.36,67373.57
MP Nagar,4,3,1809,Unfurnished,New,79.81,65871.96
Roshanpura,4,3,2191,Semi Furnished,10+ years,90.89,105246.95
Ratnagiri,1,1,508,Fully Furnished,1-5 years,28.98,26103.73
Barkheda,4,3,1858,Semi Furnished,New,99.76,117958.29
Gandhi nagar,1,1,595,Fully Furnished,5-10 years,31.0,36180.99
chuna bhatti,1,1,616,Unfurnished,10+ years,36.24,37100.29
eidgah hills,2,2,1048,Fully Furnished,New,62.0,67858.47
MP Nagar,5,4,2275,Unfurnished,1-5 years,91.59,79549.04
Piplani,5,4,2494,Semi Furnished,10+ years,102.57,118177.4
Barkheda,3,3,1580,Fully Furnished,New,92.74,98784.99
chuna bhatti,3,3,1570,Fully Furnished,New,76.96,67911.23
sultaniya road,4,3,1572,Unfurnished,1-5 years,71.79,74821.37
Hoshangabad Road,4,3,1731,Fully Furnished,10+ years,85.22,81979.52
Service road,4,3,1769,Semi Furnished,New,76.82,61997.68
Ashoka garden,2,2,1057,Fully Furnished,1-5 years,69.06,65795.08
Hoshangabad Road,1,1,775,Fully Furnished,1-5 years,32.96,38630.8
MP Nagar,3,3,1034,Fully Furnished,New,52.69,55583.11
New market,1,1,575,Unfurnished,1-5 years,36.68,33442.06
Ratnagiri,5,4,2345,Unfurnished,New,149.88,162501.68
Shyamla Hills,2,2,923,Semi Furnished,1-5 years,62.64,67813.86
Bawadiya Kalan,2,2,1088,Unfurnished,10+ years,66.44,77716.79
Ratnagiri,1,1,478,Unfurnished,5-10 years,26.9,30651.47
Piplani,2,2,1167,Fully Furnished,5-10 years,49.04,39395.83
Shanti Nagar,2,2,879,Unfurnished,5-10 years,36.71,40306.36
Ayodhya bypass,4,3,2041,Fully Furnished,1-5 years,92.02,87972.87
Nizamuddin colony,2,2,707,Unfurnished,10+ years,36.78,43405.12
Piplani,3,3,1132,Semi Furnished,New,45.81,38466.85
Shyamla Hills,3,3,1600,Fully Furnished,5-10 years,90.82,89008.18
Chuna Bhatti,5,4,2885,Fully Furnished,5-10 years,191.1,172203.61
Kamla Nagar,5,4,2430,Unfurnished,5-10 years,101.72,95791.82
eidgah hills,1,1,550,Semi Furnished,1-5 years,25.49,24176.32
Hoshangabad Road,3,3,1052,Unfurnished,1-5 years,63.61,61449.78
Minal,4,3,1859,Unfurnished,10+ years,113.23,93819.31
Habibganj,3,3,1228,Unfurnished,1-5 years,82.45,82254.48
Sonagiri,2,2,821,Semi Furnished,10+ years,35.63,41560.14
Bittan Market,4,3,1630,Fully Furnished,5-10 years,108.2,94229.4
Habibganj,4,3,1952,Fully Furnished,5-10 years,107.07,104674.34
Chuna Bhatti,1,1,400,Semi Furnished,1-5 years,22.77,26825.96
Bawadiya Kalan,3,3,1295,Unfurnished,1-5 years,88.95,97511.86
Vikas Nagar,1,1,725,Fully Furnished,5-10 years,34.98,31860.04
Hoshangabad Road,1,1,475,Fully Furnished,1-5 years,27.52,23846.65
Arjun Nagar,5,4,2205,Semi Furnished,5-10 years,130.25,117094.44
New market,4,3,2072,Semi Furnished,10+ years,131.54,152598.98
Kolar Road,3,3,1343,Unfurnished,10+ years,87.56,80579.52
Minal,1,1,652,Fully Furnished,5-10 years,36.22,34382.64
Minal,5,4,2154,Semi Furnished,5-10 years,147.84,159011.49
Barkheda,4,3,2063,Semi Furnished,5-10 years,133.37,136362.09
Gulmohar,3,3,1395,Fully Furnished,5-10 years,65.24,63305.68
Nizamuddin colony,5,4,2738,Unfurnished,New,163.08,156203.67
Vijay nagar,1,1,748,Unfurnished,1-5 years,36.56,37434.61
Misrod,5,4,2479,Semi Furnished,5-10 years,136.69,158947.78
ibrahimpura,5,4,2618,Semi Furnished,10+ years,106.23,109887.84
sultaniya road,2,2,1038,Fully Furnished,5-10 years,52.51,46810.68
Hoshangabad Road,3,3,1583,Unfurnished,1-5 years,96.49,91098.4
Anand nagar,5,4,2756,Fully Furnished,1-5 years,161.29,176761.23
Service road,1,1,579,Unfurnished,10+ years,36.04,33347.28
Roshanpura,5,4,2461,Fully Furnished,1-5 years,158.59,134250.84
ibrahimpura,4,3,1780,Unfurnished,5-10 years,109.12,94286.22
kohefiza,2,2,956,Unfurnished,5-10 years,63.71,56623.65
Gandhi nagar,3,3,1460,Unfurnished,1-5 years,98.0,108690.61
Habibganj,2,2,1055,Semi Furnished,New,68.23,77041.21
Saket nagar,5,4,2135,Semi Furnished,New,125.14,146652.54
Kolar hills,2,2,978,Unfurnished,5-10 years,50.24,57756.26
Barkheda,2,2,801,Unfurnished,10+ years,49.76,42972.62
VIP road,5,4,2073,Unfurnished,5-10 years,87.78,98526.48
Avadhpuri,2,2,841,Fully Furnished,5-10 years,51.94,50334.24
Arera Colony,5,4,2855,Semi Furnished,New,136.41,144021.77
Vikas Nagar,4,3,2060,Fully Furnished,1-5 years,140.38,121377.22
Chuna Bhatti,1,1,667,Semi Furnished,1-5 years,42.58,45375.5
Vijay nagar,2,2,1145,Fully Furnished,5-10 years,75.67,60687.19
ibrahimpura,4,3,2015,Fully Furnished,10+ years,124.81,133109.95
Ashoka garden,1,1,779,Fully Furnished,New,47.63,53111.51
ibrahimpura,1,1,763,Unfurnished,10+ years,52.57,46455.96
Roshanpura,5,4,2541,Unfurnished,5-10 years,143.99,135286.89
Gandhi nagar,5,4,2639,Semi Furnished,1-5 years,155.67,184640.53
Arjun Nagar,4,3,1667,Fully Furnished,10+ years,85.85,90780.99
Arjun Nagar,4,3,1705,Unfurnished,1-5 years,110.4,118525.46
MP Nagar,1,1,601,Fully Furnished,New,33.46,30882.87
Bairagarh,5,4,2645,Unfurnished,1-5 years,144.18,171406.84
Shivaji Nagar,2,2,793,Unfurnished,1-5 years,40.85,44514.65
MP Nagar,1,1,415,Unfurnished,5-10 years,20.16,19766.42
Roshanpura,5,4,2636,Fully Furnished,5-10 years,171.61,172761.49
Nizamuddin colony,5,4,2544,Semi Furnished,New,122.91,122268.13
Sonagiri,2,2,1057,Semi Furnished,1-5 years,64.03,58393.21
Lalghati,5,4,2989,Fully Furnished,New,138.3,146957.1
Sonagiri,4,3,2174,Semi Furnished,1-5 years,102.93,119654.59
Bawadiya Kalan,2,2,770,Semi Furnished,New,46.56,37308.0
eidgah hills,3,3,1501,Semi Furnished,New,63.42,61984.78
Narela,4,3,1872,Semi Furnished,10+ years,123.65,124566.68
sultaniya road,5,4,2302,Semi Furnished,10+ years,99.86,88987.22
New market,4,3,1641,Semi Furnished,New,85.52,101917.3
Gulmohar,4,3,1443,Semi Furnished,5-10 years,95.82,101661.13
Tajul masjid,3,3,1514,Semi Furnished,10+ years,102.66,93508.72
Indrapuri,4,3,2147,Fully Furnished,5-10 years,110.14,89053.07
Barkheda,3,3,1257,Fully Furnished,New,72.89,66603.21
Hoshangabad Road,1,1,773,Fully Furnished,10+ years,45.04,39688.13
Gandhi nagar,1,1,423,Semi Furnished,10+ years,17.72,18421.27
Avadhpuri,1,1,423,Fully Furnished,1-5 years,25.33,25123.46
Saket nagar,5,4,2768,Semi Furnished,10+ years,137.95,136200.86
Shanti Nagar,2,2,840,Unfurnished,5-10 years,40.54,35403.71
Gulmohar,4,3,1693,Fully Furnished,1-5 years,87.17,80805.41
Bairagarh,5,4,2326,Fully Furnished,New,114.03,132049.78
Habibganj,5,4,2978,Unfurnished,1-5 years,133.23,138511.36
Barkheda,2,2,1031,Fully Furnished,New,43.96,43820.44
Gandhi nagar,5,4,2078,Fully Furnished,10+ years,111.86,112129.8
chuna bhatti,3,3,1383,Semi Furnished,1-5 years,94.77,100398.32
New market,2,2,1060,Semi Furnished,1-5 years,53.47,54876.49
kohefiza,3,3,1549,Semi Furnished,5-10 years,98.41,95778.09
eidgah hills,5,4,2356,Unfurnished,10+ years,152.17,139065.73
Ayodhya nagar,5,4,2738,Semi Furnished,New,120.28,124612.18
Arjun Nagar,2,2,1183,Fully Furnished,10+ years,69.36,59382.82
Misrod,3,3,1027,Unfurnished,5-10 years,68.37,70253.61
Arjun Nagar,3,3,1178,Unfurnished,1-5 years,64.68,61362.18
ibrahimpura,4,3,1842,Fully Furnished,New,78.69,83767.22
Ayodhya bypass,3,3,1365,Semi Furnished,5-10 years,79.65,93087.43
eidgah hills,4,3,2037,Unfurnished,New,123.97,148163.32
Kolar Road,3,3,1282,Fully Furnished,5-10 years,84.08,95879.9
Saket nagar,5,4,2783,Fully Furnished,1-5 years,139.32,118911.54
Gandhi nagar,3,3,1252,Semi Furnished,5-10 years,63.41,71933.17
New market,2,2,832,Unfurnished,New,53.54,51295.41
Piplani,4,3,2171,Fully Furnished,New,103.52,102328.26
Saket nagar,3,3,1113,Fully Furnished,5-10 years,55.11,57634.14
Karond,5,4,2233,Fully Furnished,10+ years,119.18,124914.93
VIP road,1,1,508,Semi Furnished,5-10 years,25.85,27520.81
Tajul masjid,1,1,651,Semi Furnished,1-5 years,29.38,34204.42
Anand nagar,3,3,1429,Semi Furnished,1-5 years,95.69,90358.52
Nizamuddin colony,5,4,2075,Unfurnished,New,129.78,128768.17
Arera Colony,2,2,1121,Unfurnished,10+ years,66.32,67736.48
Saket nagar,4,3,2034,Unfurnished,5-10 years,121.62,122329.81
Shyamla Hills,4,3,2126,Unfurnished,10+ years,137.02,145441.37
Bittan Market,4,3,1735,Unfurnished,1-5 years,110.06,114106.44
kohefiza,3,3,1134,Semi Furnished,New,47.31,51893.25
Misrod,4,3,2182,Semi Furnished,1-5 years,112.84,97313.94
Kamla Nagar,2,2,717,Unfurnished,10+ years,37.16,38056.76
eidgah hills,2,2,1056,Fully Furnished,5-10 years,64.6,53336.23
chuna bhatti,5,4,2797,Semi Furnished,1-5 years,148.23,151900.59
Govindpura,1,1,546,Unfurnished,10+ years,31.32,27583.49
Shanti Nagar,2,2,1075,Unfurnished,1-5 years,53.12,55313.73
Chuna Bhatti,4,3,1811,Unfurnished,5-10 years,80.94,82321.91
Chuna Bhatti,1,1,658,Unfurnished,10+ years,45.77,51906.35
Arjun Nagar,4,3,1756,Semi Furnished,1-5 years,99.32,95628.21
Roshanpura,1,1,600,Unfurnished,10+ years,29.45,30605.04
Bairagarh,5,4,2645,Fully Furnished,10+ years,135.53,138915.78
Habibganj,2,2,751,Fully Furnished,New,36.95,30537.58
MP Nagar,1,1,595,Fully Furnished,5-10 years,33.16,33006.57
chuna bhatti,4,3,1836,Fully Furnished,5-10 years,80.51,87749.31
Minal,5,4,2291,Semi Furnished,5-10 years,132.8,127675.86
Bittan Market,5,4,2392,Semi Furnished,New,155.11,124681.25
Karond,4,3,1723,Fully Furnished,10+ years,92.88,97179.82
chuna bhatti,1,1,548,Unfurnished,New,31.26,33060.97
Gandhi nagar,4,3,1853,Unfurnished,5-10 years,92.64,108149.46
Arjun Nagar,5,4,2342,Unfurnished,New,110.65,99783.9
Service road,3,3,1015,Unfurnished,New,61.29,67703.07
Karond,1,1,694,Fully Furnished,5-10 years,42.82,44884.45
Karond,3,3,1107,Unfurnished,1-5 years,45.89,48192.78
Kolar hills,3,3,1460,Semi Furnished,10+ years,95.86,81507.98
Roshanpura,3,3,1223,Unfurnished,10+ years,63.01,64016.53
Gandhi nagar,2,2,1115,Semi Furnished,5-10 years,55.87,60058.84
chuna bhatti,4,3,1565,Unfurnished,10+ years,103.42,91391.79
Gandhi nagar,3,3,1280,Semi Furnished,New,73.1,74195.86
Chuna Bhatti,4,3,2032,Fully Furnished,New,131.34,129945.11
VIP road,5,4,2609,Fully Furnished,New,106.43,123931.89
Bawadiya Kalan,5,4,2206,Semi Furnished,1-5 years,106.66,127842.98
chuna bhatti,4,3,1876,Semi Furnished,10+ years,114.99,134220.47
Chuna Bhatti,4,3,1570,Semi Furnished,5-10 years,72.5,83982.42
Hoshangabad Road,2,2,1159,Unfurnished,New,71.83,75708.5
jahangirabad,1,1,576,Semi Furnished,New,40.13,35318.58
MP Nagar,3,3,1546,Semi Furnished,5-10 years,103.98,97963.67
eidgah hills,3,3,1222,Fully Furnished,New,53.39,52914.66
Roshanpura,2,2,773,Unfurnished,5-10 years,49.79,42958.74
Sonagiri,3,3,1356,Fully Furnished,5-10 years,94.48,83868.95
Kolar hills,2,2,888,Unfurnished,1-5 years,55.47,47464.17
Minal,4,3,1937,Semi Furnished,10+ years,133.8,112285.66
Habibganj,4,3,1642,Fully Furnished,10+ years,89.92,105130.78
Ayodhya bypass,5,4,2698,Unfurnished,5-10 years,129.42,136664.94
Ayodhya bypass,4,3,1684,Semi Furnished,New,83.33,78901.53
Indrapuri,3,3,1082,Fully Furnished,5-10 years,73.69,71807.68
Indrapuri,4,3,1708,Fully Furnished,10+ years,73.36,75804.18
Lalghati,2,2,1138,Fully Furnished,1-5 years,68.86,81513.86
Gulmohar,4,3,1944,Unfurnished,1-5 years,100.76,101458.81
Nizamuddin colony,3,3,1000,Semi Furnished,1-5 years,58.75,61529.35
VIP road,5,4,2595,Fully Furnished,10+ years,143.24,159012.75
Tajul masjid,1,1,765,Unfurnished,New,45.2,37161.11
Kamla Nagar,1,1,503,Fully Furnished,10+ years,33.19,34030.19
Roshanpura,3,3,1389,Fully Furnished,5-10 years,57.45,66610.42
Avadhpuri,4,3,1565,Semi Furnished,New,104.92,109308.29
Bairagarh,4,3,2191,Unfurnished,New,147.39,173159.58
MP Nagar,3,3,1516,Unfurnished,10+ years,70.63,71665.42
sultaniya road,1,1,519,Unfurnished,New,35.55,39069.9
Barkheda,2,2,798,Unfurnished,5-10 years,40.45,45049.25
Ayodhya nagar,3,3,1133,Unfurnished,5-10 years,65.87,76922.94
Chuna Bhatti,4,3,1626,Semi Furnished,New,71.43,74036.25
Lalghati,3,3,1563,Semi Furnished,New,68.17,66906.8
Bawadiya Kalan,2,2,998,Semi Furnished,10+ years,42.42,39668.81
eidgah hills,4,3,2118,Semi Furnished,New,134.51,147240.89
Habibganj,3,3,1404,Semi Furnished,10+ years,94.74,101154.54
sultaniya road,2,2,941,Fully Furnished,5-10 years,50.35,59949.14
Kolar hills,5,4,2392,Semi Furnished,10+ years,132.89,123873.33
Anand nagar,1,1,592,Unfurnished,New,28.38,28582.32
New market,1,1,685,Unfurnished,10+ years,47.15,52451.79
Govindpura,5,4,2095,Semi Furnished,5-10 years,95.96,81288.53
Chuna Bhatti,5,4,2811,Semi Furnished,10+ years,181.37,160637.86
Habibganj,3,3,1454,Unfurnished,New,85.76,79926.21
VIP road,1,1,611,Unfurnished,New,35.3,41310.71
Karond,5,4,2525,Fully Furnished,1-5 years,126.93,115109.67
MP Nagar,5,4,2449,Semi Furnished,10+ years,98.37,114333.25
Gandhi nagar,4,3,1954,Unfurnished,10+ years,126.9,144279.18
Bawadiya Kalan,3,3,1524,Unfurnished,1-5 years,102.23,100170.34
Service road,3,3,1114,Fully Furnished,1-5 years,66.36,69023.93
Ratnagiri,5,4,2898,Semi Furnished,1-5 years,128.89,104009.25
Narela,5,4,2516,Unfurnished,10+ years,164.82,183656.4
Govindpura,4,3,1865,Semi Furnished,1-5 years,128.02,122067.3
Avadhpuri,5,4,2976,Fully Furnished,New,172.22,184567.15
chuna bhatti,3,3,1558,Semi Furnished,10+ years,107.89,121032.78
Gulmohar,4,3,1604,Unfurnished,10+ years,66.62,62070.41
Roshanpura,2,2,888,Unfurnished,1-5 years,37.94,37954.32
Kolar Road,5,4,2419,Fully Furnished,New,118.44,126007.28
Lalghati,3,3,1396,Semi Furnished,1-5 years,90.2,77166.52
Kamla Nagar,2,2,1046,Fully Furnished,1-5 years,66.13,58869.01
Gandhi nagar,1,1,451,Unfurnished,5-10 years,29.7,30458.13
Hoshangabad Road,4,3,2178,Semi Furnished,5-10 years,148.36,170145.15
Misrod,4,3,2141,Fully Furnished,5-10 years,94.62,104361.11
Habibganj,5,4,2556,Fully Furnished,1-5 years,125.54,100599.93
Saket nagar,3,3,1079,Semi Furnished,10+ years,70.83,80746.74
Narela,5,4,2058,Semi Furnished,10+ years,134.78,115377.73
Lalghati,3,3,1081,Unfurnished,5-10 years,51.51,59878.98
Gandhi nagar,5,4,2903,Semi Furnished,New,136.64,140693.83
Ratnagiri,1,1,591,Unfurnished,1-5 years,31.57,25863.36
Minal,4,3,2089,Unfurnished,10+ years,85.76,85556.34
ibrahimpura,2,2,845,Fully Furnished,New,35.21,32352.01
Roshanpura,1,1,439,Unfurnished,New,27.03,32075.51
Shyamla Hills,4,3,1922,Fully Furnished,1-5 years,95.05,87624.79
Vijay nagar,3,3,1520,Fully Furnished,10+ years,87.45,77985.08
MP Nagar,2,2,702,Semi Furnished,10+ years,33.87,29396.32
Chuna Bhatti,2,2,775,Fully Furnished,New,48.91,46617.48
Misrod,4,3,1977,Unfurnished,5-10 years,129.68,121185.55
Narela,4,3,1781,Semi Furnished,5-10 years,86.89,70705.54
