location,floors,rooms,washroom,total_sqft,furnishing,age,price,rent
Avadhpuri,4,5,3,2132,Furnished,15,9441022,26187
Arjun Nagar,1,2,4,753,Furnished,0,4585541,13406
Sonagiri,4,6,4,2031,Semi-Furnished,8,9429548,25923
VIP road,5,16,3,4914,Furnished,28,31881156,103811
Gandhi nagar,5,12,2,3327,Unfurnished,24,20679385,75147
Bairagarh,3,6,4,1988,Furnished,29,9017349,24991
Gulmohar,1,1,1,608,Semi-Furnished,13,3945826,12337
chuna bhatti,2,2,4,1123,Semi-Furnished,21,5203921,12924
Saket nagar,4,4,1,2152,Furnished,5,14534901,50606
Kamla Nagar,4,6,2,3148,Unfurnished,25,16388381,49640
Misrod,1,1,1,697,Furnished,18,2895849,7477
chuna bhatti,4,4,1,3316,Semi-Furnished,10,15506815,44900
Bairagarh,3,3,1,1611,Unfurnished,6,7191079,17497
Misrod,1,1,1,610,Semi-Furnished,2,2530308,4885
Ratnagiri,5,8,1,3558,Furnished,4,16671271,46998
kohefiza,3,4,3,1425,Unfurnished,3,6355854,18407
Nizamuddin colony,4,8,2,2146,Furnished,16,13962475,46968
eidgah hills,5,6,3,3729,Furnished,21,22421803,75190
Chuna Bhatti,3,6,3,1778,Semi-Furnished,30,8257818,23237
Gulmohar,1,1,3,783,Unfurnished,17,5015148,15666
Bawadiya Kalan,1,1,4,405,Semi-Furnished,3,1726497,3084
Bawadiya Kalan,4,10,3,2655,Semi-Furnished,10,12032228,30931
Indrapuri,2,4,3,1106,Semi-Furnished,21,4520584,9109
Barkheda,2,4,1,1025,Unfurnished,1,4565502,13520
jahangirabad,2,3,4,1122,Semi-Furnished,18,5247369,12340
eidgah hills,4,4,4,3453,Semi-Furnished,22,20723927,68622
Bittan Market,3,3,2,1636,Unfurnished,30,11362464,34709
Kolar Road,3,4,2,1728,Unfurnished,1,8676383,26351
Misrod,2,3,4,971,Semi-Furnished,13,4092745,9689
Bawadiya Kalan,5,6,2,4231,Furnished,28,19138532,52234
Avadhpuri,3,4,2,1431,Furnished,0,6290285,19852
Lalghati,2,3,3,875,Furnished,6,4190242,14244
Vikas Nagar,4,7,3,2183,Semi-Furnished,2,14911606,48947
Chuna Bhatti,1,1,4,690,Unfurnished,3,3318500,9961
VIP road,5,10,4,4329,Furnished,13,28119087,89569
Shanti Nagar,5,10,3,4370,Semi-Furnished,29,25791210,84402
Bittan Market,4,7,2,2983,Semi-Furnished,2,20820149,67511
ibrahimpura,5,11,3,3916,Furnished,21,16760320,41942
Bittan Market,4,12,3,3254,Unfurnished,2,22755507,71306
Shivaji Nagar,4,4,3,3311,Unfurnished,25,19815154,65975
Saket nagar,2,2,2,826,Furnished,27,5535419,19968
Bittan Market,4,10,1,2768,Semi-Furnished,23,19345763,62581
kohefiza,3,6,2,1934,Unfurnished,11,8766183,22128
Anand nagar,3,5,1,1307,Semi-Furnished,7,7600776,23945
chuna bhatti,1,2,1,658,Semi-Furnished,26,3095964,6969
Kolar hills,1,1,3,495,Unfurnished,25,2499447,8747
Roshanpura,5,18,3,4832,Unfurnished,20,23189024,66117
Govindpura,5,5,2,3349,Unfurnished,25,17843746,53613
Kolar hills,4,4,4,2106,Unfurnished,10,10470013,32601
Chuna Bhatti,1,2,1,619,Unfurnished,13,2987362,8034
Karond,2,2,1,838,Semi-Furnished,24,4108247,13728
ibrahimpura,1,1,2,431,Furnished,29,1937526,5372
Roshanpura,3,4,2,1917,Unfurnished,10,9248732,25474
Govindpura,4,10,1,2506,Furnished,19,13356838,38604
Shivaji Nagar,1,1,3,609,Furnished,12,3568561,11539
Avadhpuri,4,4,3,3166,Unfurnished,9,13930259,42910
Service road,3,3,2,1700,Furnished,7,9809511,32146
Ayodhya nagar,3,4,4,1600,Furnished,10,9900937,35043
kohefiza,5,12,3,3526,Furnished,24,15950600,42560
char Imli,5,17,3,4359,Semi-Furnished,10,28719551,91190
Shyamla Hills,3,4,4,1919,Furnished,6,14320538,49719
Narela,1,2,4,698,Unfurnished,1,3019107,8571
Service road,5,12,4,4245,Furnished,22,24628033,81976
Avadhpuri,3,3,1,1735,Unfurnished,15,7635060,21689
Saket nagar,3,6,1,1692,Semi-Furnished,9,11446813,38339
Bittan Market,1,2,1,754,Unfurnished,22,5349035,15403
Bairagarh,1,2,3,640,Furnished,24,2850938,5754
New market,5,6,4,3057,Semi-Furnished,0,21493568,65933
Kolar Road,1,1,1,468,Furnished,18,2307981,8661
Shanti Nagar,2,3,2,1021,Semi-Furnished,17,6099534,18004
Gandhi nagar,4,9,2,2326,Unfurnished,15,14345046,51671
jahangirabad,1,1,4,446,Furnished,3,1961380,3479
char Imli,2,4,3,1021,Semi-Furnished,23,6658702,20293
Minal,2,3,4,828,Unfurnished,7,3989237,9318
Shanti Nagar,3,5,2,1336,Furnished,25,7890214,25811
Service road,1,1,2,556,Semi-Furnished,9,3245428,9675
Chuna Bhatti,2,2,2,858,Furnished,25,4021209,12164
Kolar Road,4,8,3,2338,Semi-Furnished,2,11757166,36569
ibrahimpura,1,2,4,505,Unfurnished,30,2183730,3935
Roshanpura,1,1,1,742,Unfurnished,22,3464652,11796
Lalghati,3,5,3,1687,Unfurnished,4,8188732,23065
Habibganj,4,5,1,2473,Furnished,15,13615567,44272
Shanti Nagar,3,4,3,1705,Furnished,4,10093328,34105
Kolar hills,1,1,1,422,Furnished,7,2070325,5084
Indrapuri,4,10,4,3374,Unfurnished,0,13543229,31963
chuna bhatti,4,6,2,2892,Unfurnished,28,13496282,37650
Gandhi nagar,4,4,1,3307,Unfurnished,19,20600125,77257
Misrod,5,5,2,3827,Semi-Furnished,8,16136660,43776
Hoshangabad Road,1,1,4,504,Furnished,0,2638203,6835
jahangirabad,1,1,2,427,Unfurnished,8,1970257,5734
Ayodhya nagar,2,2,4,895,Furnished,3,5574825,19708
Service road,2,2,1,1104,Semi-Furnished,17,6377285,21908
chuna bhatti,3,5,1,1278,Furnished,19,5946259,18087
Misrod,3,3,4,1219,Unfurnished,12,5035694,13598
Shivaji Nagar,4,9,4,2404,Furnished,29,14485172,47296
Shivaji Nagar,2,3,2,817,Unfurnished,1,4809006,17099
Narela,4,7,2,2028,Semi-Furnished,25,8768476,22715
Misrod,3,3,2,1315,Furnished,30,5600970,15916
Ayodhya nagar,5,12,1,3698,Unfurnished,25,22859865,84144
Gandhi nagar,5,6,3,3556,Unfurnished,8,22109406,81716
New market,3,3,2,1562,Unfurnished,6,11016688,34987
Piplani,1,2,2,681,Semi-Furnished,22,4802209,12992
Karond,3,5,4,1463,Furnished,19,7238845,21648
Shivaji Nagar,3,3,4,1809,Unfurnished,8,10881714,35596
Ratnagiri,5,5,3,4328,Semi-Furnished,19,20422847,56828
Avadhpuri,1,1,2,434,Semi-Furnished,10,1874861,4465
chuna bhatti,5,8,2,4395,Semi-Furnished,1,20659770,58595
Narela,4,11,1,2859,Semi-Furnished,29,12337123,32457
Chuna Bhatti,1,2,4,539,Furnished,22,2485768,5629
Ratnagiri,5,7,3,3057,Unfurnished,27,14428078,37782
Prabhat petrol pump,3,3,4,1429,Semi-Furnished,29,7089301,21122
Ayodhya bypass,2,4,4,1104,Semi-Furnished,6,5936597,15750
Indrapuri,1,1,3,632,Semi-Furnished,20,2536004,7567
Narela,3,3,1,1996,Furnished,18,8643978,23054
Misrod,2,3,2,948,Semi-Furnished,19,3991596,11725
Arera Colony,4,7,1,3349,Furnished,27,25041332,79504
eidgah hills,3,5,2,1638,Furnished,24,9775228,32688
Bairagarh,4,9,3,2292,Semi-Furnished,11,10251752,28173
Roshanpura,4,7,3,2641,Unfurnished,19,12725612,37113
Bawadiya Kalan,5,5,2,3577,Furnished,27,16030405,44787
Indrapuri,3,6,2,1929,Unfurnished,20,7742470,18462
Misrod,4,8,4,2132,Semi-Furnished,2,8938984,22510
VIP road,4,8,2,2674,Furnished,27,17292678,55870
Habibganj,4,8,4,3454,Furnished,17,18955590,64123
Ayodhya bypass,2,4,4,1143,Unfurnished,17,6088886,18413
Barkheda,3,4,1,1207,Unfurnished,18,5354672,16844
kohefiza,2,2,1,942,Furnished,27,4199682,11607
Vikas Nagar,3,7,4,1771,Furnished,19,12005000,39234
Misrod,2,2,4,858,Semi-Furnished,17,3642614,8755
Karond,4,8,4,2346,Semi-Furnished,1,11497115,34389
eidgah hills,2,2,1,822,Unfurnished,24,4919433,17313
Ashoka garden,3,4,1,1453,Unfurnished,11,7494632,22052
VIP road,5,9,4,3745,Semi-Furnished,7,24243845,77363
chuna bhatti,4,6,4,2668,Semi-Furnished,23,12522250,35813
Govindpura,2,2,4,1063,Semi-Furnished,18,5569537,18191
Hoshangabad Road,5,8,4,3353,Furnished,14,17132256,52084
eidgah hills,1,2,1,521,Semi-Furnished,7,3205238,11204
Bairagarh,1,2,3,501,Furnished,17,2352213,6258
Prabhat petrol pump,4,8,3,2156,Unfurnished,23,10535517,29307
jahangirabad,1,1,1,473,Unfurnished,0,2248783,4559
Kamla Nagar,5,7,2,4188,Semi-Furnished,24,21767219,68041
Bittan Market,3,4,2,1854,Semi-Furnished,23,13028051,38833
Bittan Market,5,7,1,4229,Semi-Furnished,29,29646765,93124
Prabhat petrol pump,1,1,4,446,Semi-Furnished,9,2132195,6472
Govindpura,1,1,4,522,Furnished,5,2784984,7120
Indrapuri,2,3,3,909,Semi-Furnished,15,3645034,7268
Saket nagar,4,10,1,3067,Semi-Furnished,28,20769480,68970
Gulmohar,1,1,1,556,Furnished,6,3651755,10375
Karond,2,3,3,1096,Semi-Furnished,29,5340713,15019
Saket nagar,3,4,1,1378,Furnished,24,9355824,29711
Kolar hills,2,3,4,915,Semi-Furnished,25,4565378,11883
sultaniya road,5,9,1,3595,Semi-Furnished,30,18709626,56734
Minal,3,5,3,1516,Unfurnished,24,7195380,18202
Indrapuri,2,3,4,1039,Furnished,23,4099435,11970
jahangirabad,3,5,3,1332,Unfurnished,4,6102598,16844
Ratnagiri,3,5,4,1912,Semi-Furnished,23,9050115,25149
char Imli,2,2,2,1197,Furnished,1,7811995,24366
Ayodhya nagar,5,12,1,3890,Unfurnished,4,24032346,91342
Piplani,5,17,1,4275,Unfurnished,9,29846057,95836
Misrod,4,8,2,2477,Furnished,28,10327624,27688
MP Nagar,5,8,1,3887,Furnished,25,31028825,97474
VIP road,4,5,2,2583,Semi-Furnished,16,16728009,52959
Habibganj,4,5,1,2886,Furnished,30,15838537,52299
Shivaji Nagar,5,12,3,4389,Semi-Furnished,14,26401086,88970
Nizamuddin colony,4,6,1,2316,Furnished,14,15127878,49322
char Imli,4,13,2,3445,Furnished,8,22648927,71125
Shivaji Nagar,1,1,3,540,Furnished,9,3252862,10098
Habibganj,3,5,4,1326,Furnished,6,7358760,22054
Kolar hills,1,1,1,606,Semi-Furnished,12,2937273,7282
Bittan Market,2,2,2,1135,Furnished,28,7956093,24870
Shanti Nagar,2,2,3,935,Unfurnished,1,5518900,18862
Kamla Nagar,3,5,3,1952,Unfurnished,21,10186462,32829
Saket nagar,2,3,1,903,Unfurnished,20,6209896,21801
Misrod,5,7,2,3034,Furnished,5,12798924,32715
Lalghati,1,1,2,477,Semi-Furnished,2,2203119,8535
Chuna Bhatti,4,7,2,2757,Furnished,30,12999918,36760
Kamla Nagar,3,5,3,1648,Semi-Furnished,9,8471184,25038
Gulmohar,5,6,1,4195,Furnished,5,26791288,88499
Shyamla Hills,2,2,4,999,Unfurnished,24,7424482,23755
Misrod,2,2,1,1057,Semi-Furnished,16,4359582,10601
Shanti Nagar,1,1,4,694,Furnished,8,4183171,13942
Prabhat petrol pump,2,3,4,808,Unfurnished,20,3905950,11734
Ayodhya nagar,3,6,3,1576,Semi-Furnished,15,9706703,37294
Nizamuddin colony,1,2,4,655,Unfurnished,0,4336601,14407
Gandhi nagar,3,3,2,1202,Semi-Furnished,6,7487607,25685
Indrapuri,4,9,3,2773,Semi-Furnished,17,11149275,29544
eidgah hills,3,6,3,1588,Semi-Furnished,23,9573314,32027
Nizamuddin colony,4,12,1,3299,Semi-Furnished,8,21456846,69406
Nizamuddin colony,2,4,1,1019,Furnished,16,6523633,22365
Habibganj,3,3,3,1580,Semi-Furnished,14,8674354,28437
sultaniya road,3,3,2,1221,Unfurnished,28,6390260,20137
sultaniya road,4,13,1,3255,Semi-Furnished,7,16916430,50443
Vikas Nagar,1,1,2,442,Unfurnished,10,2951452,11814
Bairagarh,4,4,2,3385,Furnished,4,15253622,40867
Avadhpuri,3,4,1,1529,Furnished,7,6811386,20443
Ashoka garden,4,7,1,3041,Furnished,28,15721553,48878
Saket nagar,3,4,4,1490,Furnished,29,10144918,34174
Nizamuddin colony,3,6,3,1613,Semi-Furnished,16,10519799,33656
Bairagarh,4,5,1,3269,Semi-Furnished,20,14654719,41206
Barkheda,2,2,1,869,Semi-Furnished,22,3773954,10136
Prabhat petrol pump,4,5,3,2899,Unfurnished,12,14147422,40767
kohefiza,2,3,1,959,Unfurnished,25,4313844,11091
eidgah hills,3,3,3,1269,Unfurnished,28,7583445,24568
Chuna Bhatti,1,1,1,423,Furnished,12,2029737,5547
Narela,3,7,1,1756,Semi-Furnished,14,7561750,18500
Vijay nagar,2,2,1,1126,Semi-Furnished,14,8059040,27123
Ashoka garden,4,5,2,3226,Furnished,8,16791196,51527
Habibganj,1,2,4,679,Semi-Furnished,12,3818534,10281
Bittan Market,5,12,3,4358,Semi-Furnished,11,30580221,93981
Tajul masjid,4,10,3,3089,Unfurnished,27,16911841,54762
Piplani,1,2,2,724,Semi-Furnished,12,5133156,17331
Minal,5,18,2,4871,Semi-Furnished,7,22887189,64089
eidgah hills,4,12,4,3161,Semi-Furnished,18,19033939,61700
Ayodhya bypass,5,9,1,4167,Semi-Furnished,3,21994755,68589
Shyamla Hills,2,3,4,956,Unfurnished,5,7116782,24510
Ayodhya bypass,2,3,4,827,Semi-Furnished,15,4451471,11549
Ratnagiri,1,2,2,579,Semi-Furnished,18,2693888,6458
Ratnagiri,3,4,3,1651,Semi-Furnished,18,7795058,19859
Shyamla Hills,1,1,1,549,Furnished,26,4145370,12704
Nizamuddin colony,5,14,3,4687,Unfurnished,11,30526935,97213
Saket nagar,2,4,3,1042,Furnished,25,7124215,22905
kohefiza,5,5,2,3140,Furnished,1,14195877,36900
New market,5,12,4,4947,Unfurnished,5,34681771,110502
Vijay nagar,2,4,1,1187,Unfurnished,5,8634259,28351
Gulmohar,1,2,2,578,Unfurnished,12,3728956,10972
MP Nagar,2,3,2,1161,Furnished,24,9352992,29638
sultaniya road,5,11,2,4482,Semi-Furnished,23,23351564,71802
Barkheda,1,2,3,705,Furnished,0,3012781,7316
Barkheda,4,4,3,2157,Unfurnished,14,9426110,29991
Sonagiri,2,3,2,800,Semi-Furnished,1,3580723,9436
Habibganj,3,7,4,1781,Semi-Furnished,17,9744417,31717
ibrahimpura,4,12,3,3011,Furnished,14,12865076,33050
VIP road,4,5,2,2428,Semi-Furnished,9,15823613,49073
Vijay nagar,4,6,1,3438,Unfurnished,19,24700060,83576
Narela,2,3,2,1073,Semi-Furnished,11,4686236,10493
Saket nagar,3,6,1,1519,Furnished,27,10421914,33419
Ashoka garden,4,6,1,3358,Furnished,18,17390738,52446
Habibganj,1,1,3,546,Semi-Furnished,20,3067559,8150
VIP road,5,12,2,3414,Semi-Furnished,18,22233975,72504
Hoshangabad Road,5,5,3,4375,Unfurnished,27,22262294,64972
chuna bhatti,5,12,4,4175,Furnished,27,19633797,53916
jahangirabad,1,2,3,636,Semi-Furnished,30,3005235,7531
Saket nagar,1,3,4,759,Unfurnished,27,5083005,17491
Misrod,4,4,3,2189,Unfurnished,27,9168037,22780
ibrahimpura,2,2,1,993,Semi-Furnished,21,4218916,10930
eidgah hills,5,11,4,4750,Unfurnished,18,28561347,93757
kohefiza,4,5,3,2416,Unfurnished,5,10941218,27361
Minal,5,6,1,3362,Furnished,1,15841782,44103
Narela,2,3,1,1007,Furnished,6,4280815,11911
Indrapuri,1,2,2,656,Semi-Furnished,17,2571832,7124
Ashoka garden,2,3,1,945,Semi-Furnished,1,4897170,16838
Piplani,1,3,2,791,Furnished,20,5577932,17037
sultaniya road,5,5,3,4718,Semi-Furnished,25,24597816,75372
Shivaji Nagar,4,8,2,2003,Unfurnished,23,12045623,40530
Kamla Nagar,3,3,2,1851,Unfurnished,4,9632954,28646
char Imli,4,6,4,3311,Semi-Furnished,17,21869572,71336
Vijay nagar,3,4,1,1354,Furnished,26,9731193,31773
Tajul masjid,1,1,1,703,Unfurnished,20,3864001,13974
Bairagarh,4,4,1,2884,Semi-Furnished,5,12965655,35271
Lalghati,3,5,1,1668,Unfurnished,9,7971298,22137
Ratnagiri,5,5,2,3024,Unfurnished,5,14252053,40051
Sonagiri,2,2,3,959,Semi-Furnished,1,4471012,12791
Kolar Road,5,10,1,3627,Furnished,1,18054526,53846
eidgah hills,5,10,1,4500,Furnished,0,26977714,88696
Shivaji Nagar,1,1,1,432,Furnished,28,2607957,7903
Prabhat petrol pump,4,7,1,2397,Furnished,19,11827917,32081
Piplani,2,3,4,1200,Unfurnished,8,8464347,25947
Arjun Nagar,4,11,4,3086,Furnished,18,18602951,61598
Vikas Nagar,1,1,3,622,Furnished,5,4223300,13014
Tajul masjid,5,8,1,4780,Unfurnished,8,26236249,84522
Shivaji Nagar,1,1,2,469,Furnished,30,2750194,9624
Shyamla Hills,5,17,1,4953,Furnished,2,37061870,123981
Tajul masjid,5,11,1,4931,Furnished,18,27181396,87793
Bawadiya Kalan,1,1,4,567,Furnished,26,2458184,5014
Govindpura,5,6,1,3687,Unfurnished,23,19633221,57509
Tajul masjid,3,3,3,1210,Semi-Furnished,1,6661165,21217
Karond,2,3,2,806,Unfurnished,15,3873114,12467
Shivaji Nagar,3,3,1,1262,Semi-Furnished,6,7569718,23476
Ayodhya bypass,3,4,1,1956,Semi-Furnished,0,10336513,30949
Chuna Bhatti,2,4,2,1002,Unfurnished,27,4769985,13016
MP Nagar,2,2,2,1199,Semi-Furnished,27,9686407,29365
Avadhpuri,1,1,1,424,Unfurnished,11,1864438,3870
Gandhi nagar,2,3,3,1190,Furnished,25,7408226,28986
Avadhpuri,2,2,2,988,Unfurnished,27,4422002,11160
Ayodhya nagar,5,10,1,3295,Semi-Furnished,6,20479972,76664
Chuna Bhatti,3,5,2,1781,Unfurnished,17,8275310,23184
VIP road,4,4,2,2226,Unfurnished,20,14529472,47228
Tajul masjid,2,2,3,816,Semi-Furnished,20,4461455,14922
VIP road,1,2,2,701,Semi-Furnished,22,4640890,14995
Vikas Nagar,1,1,4,484,Unfurnished,1,3262846,11924
char Imli,2,3,1,801,Furnished,30,5202889,15860
Shanti Nagar,2,3,3,1000,Furnished,3,5835153,18227
Nizamuddin colony,5,10,2,4615,Furnished,25,30041440,96566
Chuna Bhatti,5,15,4,3888,Furnished,21,18221496,48799
Nizamuddin colony,1,1,2,668,Furnished,1,4370899,14593
Indrapuri,2,3,3,1075,Unfurnished,28,4267611,11817
Govindpura,5,10,4,3546,Unfurnished,28,18794737,55039
ibrahimpura,5,14,2,3640,Semi-Furnished,11,15638983,41245
Barkheda,1,1,3,442,Unfurnished,1,1908955,5284
Shanti Nagar,5,10,4,4651,Furnished,26,27524564,89180
Shanti Nagar,3,5,1,1255,Unfurnished,3,7463648,25124
Arjun Nagar,4,10,2,3151,Unfurnished,26,18947006,61931
Barkheda,2,4,4,1043,Semi-Furnished,10,4652593,14627
Piplani,4,4,2,2051,Furnished,17,14308172,46153
Shivaji Nagar,2,3,4,1094,Unfurnished,12,6632961,20022
ibrahimpura,2,2,4,841,Furnished,26,3601080,10745
Ashoka garden,4,5,4,3302,Unfurnished,8,17128816,53062
Arjun Nagar,5,18,1,4867,Semi-Furnished,9,29232745,96280
Ayodhya bypass,1,1,1,594,Unfurnished,18,3064931,8458
Arera Colony,5,9,2,3447,Semi-Furnished,1,25829714,84655
Indrapuri,5,18,4,4731,Furnished,30,18840966,49209
Ashoka garden,5,10,1,3189,Unfurnished,23,16658525,51438
VIP road,3,6,2,1768,Furnished,8,11541124,38326
Lalghati,2,3,2,1194,Furnished,28,5755630,18707
Arjun Nagar,2,2,3,936,Unfurnished,21,5598649,20628
New market,4,7,2,2232,Unfurnished,3,15684288,51103
Ayodhya bypass,3,4,2,1264,Furnished,22,6637433,18427
eidgah hills,1,2,3,527,Unfurnished,26,3206811,10492
VIP road,3,3,2,1298,Unfurnished,6,8342926,27115
Bittan Market,3,6,4,1593,Unfurnished,6,11220743,35559
Service road,1,1,1,616,Furnished,25,3531844,12266
Kolar hills,1,2,3,501,Semi-Furnished,26,2600020,8048
VIP road,1,2,4,614,Unfurnished,7,4064845,13781
Ayodhya nagar,2,3,3,846,Unfurnished,5,5222835,20750
Vikas Nagar,1,1,2,403,Unfurnished,20,2732862,9812
Vikas Nagar,5,9,2,4650,Semi-Furnished,25,31588328,108592
Shanti Nagar,5,12,1,4785,Semi-Furnished,28,28277155,91299
Bairagarh,5,13,2,3291,Semi-Furnished,24,14864348,38399
Shanti Nagar,2,3,4,864,Unfurnished,19,5177906,17956
Indrapuri,1,2,3,666,Furnished,18,2759572,6974
Nizamuddin colony,3,5,3,1819,Furnished,5,11901793,37435
Vikas Nagar,2,2,1,833,Semi-Furnished,8,5655311,18444
Ayodhya nagar,5,16,3,4254,Furnished,9,26353028,99374
Nizamuddin colony,5,5,3,3097,Semi-Furnished,30,20062908,66560
Piplani,4,5,1,3326,Furnished,18,23290074,73086
Arera Colony,4,11,2,3223,Furnished,19,24241055,78853
sultaniya road,4,11,4,3157,Semi-Furnished,25,16406273,49840
Service road,2,4,3,1072,Furnished,29,6285733,20363
kohefiza,2,2,4,836,Furnished,20,3734516,8117
Indrapuri,5,10,2,3176,Furnished,28,12641271,33410
Kolar Road,2,3,1,856,Semi-Furnished,24,4313336,13553
Vikas Nagar,3,4,4,1574,Furnished,15,10734392,36070
Karond,1,1,4,626,Furnished,24,3009320,9926
Minal,1,1,3,733,Semi-Furnished,21,3397213,9460
Chuna Bhatti,4,12,1,3185,Semi-Furnished,13,15043406,42956
Arera Colony,5,15,4,4811,Unfurnished,11,35993882,116731
Gulmohar,3,4,2,1696,Furnished,18,10887483,34165
Kamla Nagar,1,1,1,745,Furnished,4,3816368,10286
Ayodhya bypass,1,3,2,752,Furnished,13,3943304,11519
Bittan Market,1,1,2,568,Unfurnished,5,4037910,11378
Tajul masjid,1,2,2,542,Semi-Furnished,20,2903280,9374
Bairagarh,4,5,4,3426,Unfurnished,19,15411002,40349
MP Nagar,1,1,2,534,Furnished,23,4263036,14283
Prabhat petrol pump,3,5,2,1289,Furnished,0,6291313,18826
Govindpura,1,2,3,540,Unfurnished,23,2917447,9498
Chuna Bhatti,1,2,1,684,Semi-Furnished,13,3129824,10790
Vikas Nagar,4,4,4,3193,Furnished,14,21724549,73609
chuna bhatti,5,12,4,3532,Furnished,18,16600072,47111
eidgah hills,4,10,4,2989,Furnished,14,17936788,60452
Anand nagar,5,7,1,4439,Furnished,23,25722905,84288
Piplani,2,2,2,886,Unfurnished,7,6143739,17849
Nizamuddin colony,5,11,1,4514,Furnished,5,29375806,94466
Narela,4,6,4,2709,Unfurnished,8,11592266,29554
Minal,2,2,3,831,Semi-Furnished,23,3913987,9237
Kolar hills,3,4,3,1364,Unfurnished,1,6850203,21055
Chuna Bhatti,5,8,2,4646,Unfurnished,7,21881867,60355
kohefiza,4,4,2,2201,Furnished,21,9947098,27892
MP Nagar,1,1,3,501,Unfurnished,2,3948388,12300
ibrahimpura,3,7,2,1930,Semi-Furnished,11,8342127,20856
Barkheda,3,5,3,1436,Unfurnished,26,6383107,20336
Bairagarh,3,5,4,1285,Unfurnished,9,5873834,15531
Shyamla Hills,5,5,3,3068,Furnished,7,23007472,78687
Chuna Bhatti,1,1,2,455,Furnished,28,2100906,7084
Misrod,5,10,4,3557,Semi-Furnished,9,14984341,40124
Arjun Nagar,3,6,1,1838,Furnished,10,11064449,35306
kohefiza,3,4,4,1280,Unfurnished,12,5773815,16953
Bairagarh,1,1,2,698,Unfurnished,27,3190088,9677
char Imli,5,5,4,3644,Furnished,21,23955793,75520
Bawadiya Kalan,1,1,2,558,Unfurnished,29,2590345,6588
ibrahimpura,5,9,1,3825,Furnished,3,16365955,40713
chuna bhatti,3,3,1,1760,Semi-Furnished,9,8354216,24350
Bawadiya Kalan,1,2,1,570,Furnished,15,2468351,5347
Arera Colony,2,3,1,852,Unfurnished,6,6471884,21071
Bairagarh,4,8,1,2395,Semi-Furnished,2,10765939,30241
Prabhat petrol pump,5,8,1,4882,Unfurnished,18,23836484,67304
Ratnagiri,4,5,3,2046,Unfurnished,9,9525740,26323
Ayodhya bypass,3,5,1,1288,Unfurnished,14,6894762,20834
ibrahimpura,1,1,2,798,Furnished,18,3405043,6891
Misrod,1,2,4,699,Furnished,3,2955344,6005
Shivaji Nagar,4,6,4,2018,Semi-Furnished,24,12086955,39147
Kolar hills,2,4,1,1135,Semi-Furnished,29,5758998,17807
Shanti Nagar,1,1,2,636,Unfurnished,16,3752894,12269
Saket nagar,5,14,1,3624,Furnished,0,24619498,84318
Shivaji Nagar,4,11,4,3120,Semi-Furnished,9,18751756,62648
Gulmohar,1,1,3,416,Furnished,18,2687554,10435
eidgah hills,3,5,3,1404,Semi-Furnished,8,8509768,29745
Govindpura,2,2,3,864,Unfurnished,29,4602855,13200
Bawadiya Kalan,5,7,1,3324,Semi-Furnished,29,14925535,40129
Govindpura,1,1,2,789,Furnished,22,4236481,13494
Bawadiya Kalan,5,11,2,4474,Unfurnished,12,20109010,54265
Vijay nagar,3,6,2,1623,Furnished,2,11601845,39552
Bairagarh,1,1,2,455,Furnished,20,2103911,7371
Bawadiya Kalan,4,12,1,3423,Furnished,18,15436955,41042
Tajul masjid,2,4,3,1169,Semi-Furnished,6,6506747,22856
Ayodhya bypass,3,5,2,1737,Furnished,10,9127364,26245
Kamla Nagar,5,13,3,3474,Furnished,24,18018073,57452
Ashoka garden,2,2,1,841,Furnished,16,4341982,14257
MP Nagar,3,3,4,1553,Furnished,6,12520114,38016
chuna bhatti,4,6,3,2350,Furnished,5,10958604,31043
Ashoka garden,4,11,4,2847,Unfurnished,12,14769367,44185
Shyamla Hills,5,8,2,4263,Semi-Furnished,25,31979535,105573
Hoshangabad Road,3,6,1,1911,Semi-Furnished,21,9688406,27262
Shyamla Hills,4,4,2,3406,Unfurnished,9,25465339,84923
Tajul masjid,4,4,3,2477,Furnished,0,13563450,44309
Govindpura,5,9,3,4687,Semi-Furnished,27,24768149,75886
Shanti Nagar,1,1,2,723,Semi-Furnished,0,4184633,14386
Misrod,5,6,4,4979,Semi-Furnished,6,20907350,53280
Hoshangabad Road,3,5,3,1760,Furnished,13,8906425,27602
Ayodhya bypass,5,14,2,4412,Furnished,16,23329216,69620
Prabhat petrol pump,2,2,1,969,Furnished,21,4796287,11997
Kolar Road,5,8,2,4490,Semi-Furnished,28,22414559,66945
Nizamuddin colony,1,2,4,573,Furnished,15,3774562,11556
Habibganj,3,4,1,1890,Semi-Furnished,8,10481031,32333
Shyamla Hills,4,10,4,3356,Unfurnished,19,25224723,85103
Gandhi nagar,5,15,2,4711,Furnished,24,29281914,107175
Vikas Nagar,4,6,1,2638,Semi-Furnished,22,17851240,61624
sultaniya road,5,12,2,3998,Semi-Furnished,2,20741381,64974
Nizamuddin colony,5,12,1,4847,Semi-Furnished,17,31557415,102419
Kamla Nagar,5,18,4,4994,Unfurnished,22,26056543,80000
VIP road,1,1,4,401,Furnished,5,2551399,8038
Anand nagar,2,3,4,943,Semi-Furnished,23,5492194,16255
